Date,Open,High,Low,Close,Adj Close,Volume
13/12/2021,267.141998,287,264.200012,278.220001,278.220001,4028700
14/12/2021,272,277.899994,261.01001,276.769989,276.769989,2172500
15/12/2021,271.779999,289.700012,271.51001,287.049988,287.049988,2795300
16/12/2021,288.27301,289.320007,277,283.679993,283.679993,2091900
17/12/2021,279.600006,287.933014,271.679993,287.279999,287.279999,2496200
20/12/2021,299.410004,302.339996,275,275.230011,275.230011,2669500
21/12/2021,275.399994,281.980011,266.600006,271.459991,271.459991,2768800
22/12/2021,273.450012,274.549011,255.509995,259.700012,259.700012,3092400
23/12/2021,258.329987,259.519989,250.050003,255.289993,255.289993,2604500
27/12/2021,253.240005,259.899994,250.229996,254.839996,254.839996,1514800
28/12/2021,250.350006,256.484985,238.270004,241.399994,241.399994,2551600
29/12/2021,235.119995,244.300003,231.729996,240.610001,240.610001,2713700
30/12/2021,239.020004,258.820007,238,256.809998,256.809998,2353500
31/12/2021,253.559998,263.950012,251.369995,257.799988,257.799988,1159100
03/01/2022,253.869995,256.140015,231.5,231.850006,231.850006,3776400
04/01/2022,231.809998,233.520004,220,224.089996,224.089996,3403800
05/01/2022,230.470001,230.589996,211.029999,211.429993,211.429993,3098300
06/01/2022,214.479996,217.496994,198,214.740005,214.740005,2753800
07/01/2022,213.699997,217.729996,209.270004,211.839996,211.839996,1200600
10/01/2022,204.449997,230.350006,201.550003,230,230,3737700
11/01/2022,222.929993,224.229996,213.020004,215.800003,215.800003,2614100
12/01/2022,216.779999,221.574997,213.740005,220.869995,220.869995,1806600
13/01/2022,217.089996,220.199997,202.860001,202.990005,202.990005,2252700
14/01/2022,195.559998,206.240005,194.610001,196,196,2861700
18/01/2022,183.270004,183.270004,168.070007,169.229996,169.229996,4740300
19/01/2022,171.639999,175.720001,160.600006,161.660004,161.660004,3528300
20/01/2022,166.410004,166.789993,155.729996,156.529999,156.529999,3282700
21/01/2022,153.850006,154.869995,145.809998,147.5,147.5,4395500
24/01/2022,141.990005,151.990005,135.130005,150.979996,150.979996,5811000
25/01/2022,157.485001,166.5,152.557999,156.490005,156.490005,4071000
26/01/2022,163.529999,167.679993,159.100006,160.699997,160.699997,2688100
27/01/2022,161.929993,164.470001,152.779999,154.539993,154.539993,2477500
28/01/2022,154,162.229996,150.589996,162.220001,162.220001,1432400
31/01/2022,166,172.690002,162.509995,172.080002,172.080002,1860200
01/02/2022,182.179993,183.610001,174.160004,179.600006,179.600006,1933300
02/02/2022,181,184.130005,175.220001,180.149994,180.149994,1823300
03/02/2022,172.348999,179.126999,171.257004,175.020004,175.020004,1405300
04/02/2022,175.770004,177.360001,172.291,176.570007,176.570007,880300
07/02/2022,175.589996,176.875,171.100006,172.809998,172.809998,1494100
08/02/2022,162.350006,165.809006,156.240005,159.600006,159.600006,3091900
09/02/2022,162.899994,173.869995,160.910004,173.330002,173.330002,1874500
10/02/2022,165.039993,175.869995,163.880005,167.539993,167.539993,1205500
11/02/2022,167.929993,174.199997,167.779999,170.949997,170.949997,1439200
14/02/2022,163.669998,165.820007,153.759995,154.529999,154.529999,3229500
15/02/2022,155.850006,164.770004,155.699997,163.440002,163.440002,1214500
16/02/2022,161.929993,168.279999,158.100006,165.490005,165.490005,1101600
17/02/2022,163.425995,167,157.089996,157.360001,157.360001,886700
18/02/2022,156.949997,159.339996,151.600006,156.940002,156.940002,1016300
22/02/2022,149.490005,153.970001,146.850006,149.889999,149.889999,1492000
23/02/2022,152.330002,152.440002,140.970001,141.160004,141.160004,1512400
24/02/2022,140.149994,154.429993,138.565994,154.059998,154.059998,2106200
25/02/2022,157.110001,158.690002,149.630005,150.619995,150.619995,1232800
28/02/2022,147.050003,152.449997,146.580002,150.809998,150.809998,1388600
01/03/2022,150.270004,153.960007,146.130005,146.729996,146.729996,969000
02/03/2022,145,148.029999,140.479996,146.949997,146.949997,1034300
03/03/2022,147.559998,147.660004,139.800003,142.259995,142.259995,960200
04/03/2022,137.089996,139.524994,134.520004,136.259995,136.259995,1653800
07/03/2022,133.179993,136.610001,124.470001,126.25,126.25,1674900
08/03/2022,123.900002,133.669998,121.32,128.160004,128.160004,1617100
09/03/2022,135.320007,144.128006,134.100006,140.210007,140.210007,1519600
10/03/2022,139.419998,139.679993,134.550003,137.270004,137.270004,799100
