Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-12,2279.6298828125,2283.4599609375,2262.260009765625,2281.820068359375,2983980000,0,0
2021-07-13,2280.489990234375,2280.489990234375,2238.3701171875,2238.860107421875,3166900000,0,0
2021-07-14,2240.25,2254.81005859375,2201.22998046875,2202.360107421875,3213870000,0,0
2021-07-15,2201.27001953125,2202.75,2166.330078125,2190.2900390625,3226930000,0,0
2021-07-16,2191.8701171875,2210.5,2160.530029296875,2163.239990234375,3165160000,0,0
2021-07-19,2159.7099609375,2159.7099609375,2107.070068359375,2130.679931640625,4155790000,0,0
2021-07-20,2131.7900390625,2206.6298828125,2131.7900390625,2194.300048828125,3634190000,0,0
2021-07-21,2195.75,2236.93994140625,2195.75,2234.0400390625,3078550000,0,0
2021-07-22,2233.780029296875,2233.780029296875,2192.97998046875,2199.47998046875,2907910000,0,0
2021-07-23,2201.030029296875,2212.31005859375,2186.510009765625,2209.64990234375,3490730000,0,0
2021-07-26,2210.110107421875,2232.219970703125,2207.5400390625,2216.919921875,2679110000,0,0
2021-07-27,2215.639892578125,2215.639892578125,2171.3701171875,2191.830078125,3381080000,0,0
2021-07-28,2193.159912109375,2237.0400390625,2190.659912109375,2224.9599609375,3215130000,0,0
2021-07-29,2193.159912109375,2256.969970703125,2190.659912109375,2240.030029296875,2815510000,0,0
2021-07-30,2238.89990234375,2251.3701171875,2219.949951171875,2226.25,2861600000,0,0
2021-08-02,2228.030029296875,2256.43994140625,2212.449951171875,2215.5,2919940000,0,0
2021-08-03,2216.25,2223.60009765625,2189.760009765625,2223.580078125,3305340000,0,0
2021-08-04,2220.669921875,2223.110107421875,2195.3701171875,2196.320068359375,3382620000,0,0
2021-08-05,2198.159912109375,2236.18994140625,2198.159912109375,2236.010009765625,2734220000,0,0
2021-08-06,2237.090087890625,2258.320068359375,2235.580078125,2247.760009765625,2839970000,0,0
2021-08-09,2247.429931640625,2247.429931640625,2231.47998046875,2234.81005859375,2779880000,0,0
2021-08-10,2236.090087890625,2245.030029296875,2230.030029296875,2239.360107421875,3219840000,0,0
2021-08-11,2240.110107421875,2250.3701171875,2221.679931640625,2250.340087890625,2803060000,0,0
2021-08-12,2250.18994140625,2250.6298828125,2232.7099609375,2244.070068359375,2543860000,0,0
2021-08-13,2244.199951171875,2244.199951171875,2221.31005859375,2223.110107421875,2371630000,0,0
2021-08-16,2222.030029296875,2222.030029296875,2192.280029296875,2209.47998046875,2707170000,0,0
2021-08-17,2201.64990234375,2201.64990234375,2152.489990234375,2177.169921875,2884000000,0,0
2021-08-18,2177.1298828125,2192.159912109375,2157.969970703125,2158.780029296875,2965210000,0,0
2021-08-19,2157.0400390625,2157.0400390625,2122.239990234375,2132.419921875,3120840000,0,0
2021-08-20,2131.800048828125,2169.64990234375,2127.320068359375,2167.60009765625,2867770000,0,0
2021-08-23,2169.110107421875,2211.1201171875,2169.110107421875,2208.300048828125,2965520000,0,0
2021-08-24,2208.800048828125,2232.0,2208.800048828125,2230.909912109375,3037770000,0,0
2021-08-25,2230.72998046875,2252.139892578125,2226.639892578125,2239.27001953125,2554680000,0,0
2021-08-26,2239.199951171875,2244.43994140625,2212.2099609375,2213.97998046875,2704600000,0,0
2021-08-27,2213.7900390625,2281.840087890625,2213.7900390625,2277.14990234375,2862360000,0,0
2021-08-30,2278.449951171875,2286.360107421875,2264.300048828125,2265.989990234375,2557300000,0,0
2021-08-31,2266.280029296875,2277.18994140625,2260.429931640625,2273.77001953125,3090380000,0,0
2021-09-01,2274.2099609375,2293.050048828125,2264.590087890625,2287.06005859375,3101830000,0,0
2021-09-02,2288.030029296875,2309.969970703125,2288.030029296875,2304.02001953125,2897010000,0,0
2021-09-03,2303.75,2303.75,2286.699951171875,2292.050048828125,2609660000,0,0
2021-09-07,2292.169921875,2300.590087890625,2275.570068359375,2275.610107421875,3098870000,0,0
2021-09-08,2275.0,2275.0,2241.429931640625,2249.72998046875,2808480000,0,0
2021-09-09,2249.5400390625,2273.179931640625,2244.1298828125,2249.1298828125,3035300000,0,0
2021-09-10,2250.6298828125,2264.110107421875,2227.5400390625,2227.550048828125,2851140000,0,0
2021-09-13,2228.489990234375,2244.719970703125,2217.1201171875,2240.780029296875,3096390000,0,0
2021-09-14,2241.780029296875,2249.93994140625,2204.139892578125,2209.97998046875,2568730000,0,0
2021-09-15,2210.4599609375,2236.9599609375,2207.419921875,2234.449951171875,3154760000,0,0
2021-09-16,2234.31005859375,2242.840087890625,2217.35009765625,2232.909912109375,3321030000,0,0
2021-09-17,2233.550048828125,2240.72998046875,2220.389892578125,2236.8701171875,5622210000,0,0
2021-09-20,2233.10009765625,2233.10009765625,2155.340087890625,2182.199951171875,3773680000,0,0
2021-09-21,2183.719970703125,2201.7099609375,2172.830078125,2186.179931640625,3044300000,0,0
2021-09-22,2188.10009765625,2234.169921875,2188.10009765625,2218.56005859375,3273670000,0,0
2021-09-23,2220.06005859375,2265.81005859375,2220.06005859375,2259.0400390625,2833290000,0,0
2021-09-24,2257.949951171875,2259.929931640625,2239.169921875,2248.070068359375,2772090000,0,0
2021-09-27,2247.9599609375,2293.35009765625,2247.9599609375,2281.0,3032870000,0,0
2021-09-28,2279.510009765625,2279.510009765625,2227.580078125,2229.780029296875,3495970000,0,0
2021-09-29,2230.610107421875,2239.75,2221.719970703125,2225.31005859375,2753800000,0,0
2021-09-30,2226.739990234375,2239.5400390625,2204.3701171875,2204.3701171875,3123770000,0,0
2021-10-01,2205.909912109375,2252.0400390625,2197.14990234375,2241.6298828125,3148980000,0,0
2021-10-04,2240.85009765625,2240.85009765625,2210.610107421875,2217.469970703125,3110560000,0,0
