,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,RUT220520P01050000,2022-03-25 18:45:10+00:00,1050.0,0.6,0.45,0.6,0.0,0.0,5.0,39,0.7114286669921875,False,REGULAR,USD
1,RUT220520P01100000,2022-03-22 16:22:05+00:00,1100.0,0.97,0.55,0.75,0.0,0.0,102.0,110,0.6801789794921876,False,REGULAR,USD
2,RUT220520P01150000,2022-03-24 17:55:52+00:00,1150.0,0.9,0.6,0.85,0.0,0.0,6.0,165,0.6418492846679689,False,REGULAR,USD
3,RUT220520P01200000,2022-03-29 13:35:24+00:00,1200.0,0.67,0.85,1.0,0.0,0.0,5.0,24,0.6145058081054688,False,REGULAR,USD
4,RUT220520P01250000,2022-03-18 17:26:41+00:00,1250.0,2.3,1.05,1.2,0.0,0.0,3.0,164,0.5844768115234374,False,REGULAR,USD
5,RUT220520P01300000,2022-04-06 13:44:08+00:00,1300.0,1.2,1.3,1.5,0.1500001,14.285724,1.0,23,0.5566450585937501,False,REGULAR,USD
6,RUT220520P01350000,2022-04-05 16:51:19+00:00,1350.0,1.13,1.65,1.85,0.0,0.0,4.0,67,0.5297288238525393,False,REGULAR,USD
7,RUT220520P01400000,2022-04-05 16:51:19+00:00,1400.0,1.95,2.1,2.25,0.6,44.444447,13.0,27,0.5027515545654297,False,REGULAR,USD
8,RUT220520P01450000,2022-03-31 19:05:02+00:00,1450.0,2.0,2.65,2.85,0.0,0.0,1.0,118,0.4801077380371094,False,REGULAR,USD
9,RUT220520P01500000,2022-04-04 19:50:44+00:00,1500.0,1.88,3.4,3.6,0.0,0.0,22.0,27,0.4548699533081054,False,REGULAR,USD
10,RUT220520P01550000,2022-04-05 14:16:00+00:00,1550.0,2.67,4.4,4.7,0.0,0.0,1.0,59,0.43234820587158207,False,REGULAR,USD
