Date,Open,High,Low,Close,Adj Close,Volume
2017-03-31,1382.199951,1389.949951,1380.119995,1385.920044,1385.920044,3354110000
2017-04-03,1386.430054,1388.739990,1366.530029,1369.670044,1369.670044,3416400000
2017-04-04,1368.579956,1374.050049,1363.300049,1368.180054,1368.180054,3206240000
2017-04-05,1369.790039,1381.339966,1350.959961,1352.140015,1352.140015,3770520000
2017-04-06,1351.959961,1364.520020,1349.339966,1364.430054,1364.430054,3201920000
2017-04-07,1363.839966,1367.500000,1358.010010,1364.560059,1364.560059,3053150000
2017-04-10,1364.760010,1376.560059,1361.540039,1367.089966,1367.089966,2785410000
2017-04-11,1366.469971,1377.229980,1360.540039,1376.949951,1376.949951,3117420000
2017-04-12,1376.859985,1376.859985,1358.150024,1359.199951,1359.199951,3196950000
2017-04-13,1358.609985,1361.319946,1345.239990,1345.239990,1345.239990,3143890000
2017-04-17,1345.359985,1361.250000,1345.359985,1361.180054,1361.180054,2824710000
2017-04-18,1359.890015,1362.489990,1351.420044,1361.890015,1361.890015,3269840000
2017-04-19,1362.319946,1376.689941,1362.319946,1367.130005,1367.130005,3519900000
2017-04-20,1368.390015,1384.579956,1368.390015,1384.150024,1384.150024,3647420000
2017-04-21,1381.500000,1383.130005,1376.369995,1379.849976,1379.849976,3503360000
2017-04-24,1380.530029,1399.959961,1380.530029,1397.939941,1397.939941,3690650000
2017-04-25,1400.099976,1415.550049,1400.099976,1411.079956,1411.079956,3995240000
2017-04-26,1411.050049,1425.699951,1409.829956,1419.430054,1419.430054,4105920000
2017-04-27,1419.569946,1423.520020,1413.680054,1417.130005,1417.130005,4098460000
2017-04-28,1417.750000,1419.209961,1399.750000,1400.430054,1400.430054,3718270000
2017-05-01,1401.010010,1411.040039,1397.079956,1407.359985,1407.359985,3199240000
2017-05-02,1407.540039,1409.050049,1395.630005,1399.359985,1399.359985,3813680000
2017-05-03,1399.130005,1399.130005,1386.319946,1390.920044,1390.920044,3893990000
2017-05-04,1391.170044,1394.160034,1380.489990,1388.849976,1388.849976,4362540000
2017-05-05,1389.209961,1397.209961,1385.199951,1397.000000,1397.000000,3540140000
2017-05-08,1396.400024,1397.430054,1386.420044,1391.640015,1391.640015,3429440000
2017-05-09,1392.310059,1395.479980,1386.729980,1391.859985,1391.859985,3653590000
2017-05-10,1392.030029,1400.810059,1390.439941,1399.589966,1399.589966,3643530000
2017-05-11,1399.199951,1399.199951,1379.150024,1390.199951,1390.199951,3727420000
2017-05-12,1389.390015,1389.390015,1380.020020,1382.770020,1382.770020,3305630000
2017-05-15,1383.270020,1398.989990,1383.270020,1393.920044,1393.920044,3473600000
2017-05-16,1394.569946,1396.359985,1384.819946,1394.680054,1394.680054,3420790000
2017-05-17,1388.300049,1388.300049,1355.849976,1355.890015,1355.890015,4163000000
2017-05-18,1354.930054,1365.010010,1351.010010,1361.079956,1361.079956,4319420000
2017-05-19,1361.530029,1374.420044,1361.530029,1367.329956,1367.329956,3825160000
2017-05-22,1367.880005,1378.300049,1367.880005,1377.140015,1377.140015,3172830000
2017-05-23,1378.239990,1383.079956,1372.050049,1380.979980,1380.979980,3213570000
2017-05-24,1381.160034,1386.069946,1376.550049,1382.510010,1382.510010,3389900000
2017-05-25,1384.810059,1391.420044,1380.329956,1383.390015,1383.390015,3535390000
2017-05-26,1383.140015,1383.680054,1376.150024,1382.239990,1382.239990,2805040000
2017-05-30,1381.170044,1381.170044,1370.959961,1371.189941,1371.189941,3203160000
2017-05-31,1372.199951,1374.430054,1354.849976,1370.209961,1370.209961,4516110000
2017-06-01,1370.329956,1396.199951,1370.329956,1396.060059,1396.060059,3857140000
2017-06-02,1396.079956,1414.959961,1396.040039,1405.390015,1405.390015,3461680000
2017-06-05,1405.140015,1405.140015,1396.439941,1396.449951,1396.449951,2912600000
2017-06-06,1395.050049,1401.790039,1386.699951,1394.900024,1394.900024,3357840000
2017-06-07,1395.530029,1400.410034,1392.199951,1396.670044,1396.670044,3572300000
2017-06-08,1396.780029,1419.319946,1394.689941,1415.609985,1415.609985,3728860000
2017-06-09,1416.150024,1433.790039,1413.609985,1421.709961,1421.709961,4027340000
2017-06-12,1421.099976,1426.099976,1415.589966,1419.209961,1419.209961,4027750000
2017-06-13,1420.060059,1427.550049,1420.060059,1425.989990,1425.989990,3275500000
2017-06-14,1426.030029,1426.130005,1411.400024,1417.569946,1417.569946,3555590000
2017-06-15,1415.469971,1415.469971,1402.520020,1410.079956,1410.079956,3353050000
2017-06-16,1407.219971,1407.219971,1399.260010,1406.729980,1406.729980,5284720000
2017-06-19,1407.069946,1420.189941,1407.069946,1418.079956,1418.079956,3264700000
2017-06-20,1417.760010,1417.760010,1402.790039,1402.969971,1402.969971,3416510000
2017-06-21,1403.329956,1411.880005,1398.459961,1399.250000,1399.250000,3594820000
2017-06-22,1399.369995,1408.339966,1396.869995,1404.540039,1404.540039,3468210000
2017-06-23,1404.780029,1415.770020,1402.770020,1414.780029,1414.780029,5278330000
2017-06-26,1415.119995,1420.770020,1409.150024,1416.640015,1416.640015,3238970000
2017-06-27,1416.349976,1420.609985,1403.380005,1403.520020,1403.520020,3563910000
2017-06-28,1404.459961,1426.329956,1404.459961,1425.270020,1425.270020,3500800000
2017-06-29,1425.489990,1428.030029,1403.020020,1416.199951,1416.199951,3900280000
2017-06-30,1416.729980,1420.989990,1413.290039,1415.359985,1415.359985,3361590000
2017-07-03,1416.469971,1429.369995,1416.469971,1426.680054,1426.680054,1902190000
2017-07-05,1426.530029,1426.530029,1412.619995,1420.150024,1420.150024,3367220000
2017-07-06,1418.859985,1418.859985,1398.829956,1400.810059,1400.810059,3364520000
2017-07-07,1401.349976,1416.680054,1401.349976,1415.839966,1415.839966,2901330000
2017-07-10,1415.280029,1418.050049,1405.750000,1408.469971,1408.469971,2999130000
2017-07-11,1408.609985,1413.469971,1402.630005,1413.050049,1413.050049,3106750000
2017-07-12,1414.339966,1431.339966,1414.339966,1424.319946,1424.319946,3171620000
2017-07-13,1424.530029,1425.739990,1416.270020,1425.660034,1425.660034,3067670000
2017-07-14,1425.469971,1432.969971,1424.099976,1428.819946,1428.819946,2736640000
2017-07-17,1428.780029,1434.449951,1425.969971,1431.599976,1431.599976,2793170000
2017-07-18,1431.109985,1431.109985,1422.489990,1427.609985,1427.609985,2962130000
2017-07-19,1428.280029,1441.770020,1428.280029,1441.770020,1441.770020,3059760000
2017-07-20,1442.160034,1445.060059,1438.959961,1442.349976,1442.349976,3182780000
2017-07-21,1443.369995,1452.050049,1433.829956,1435.839966,1435.839966,3059570000
2017-07-24,1435.819946,1438.599976,1431.339966,1438.050049,1438.050049,3010240000
2017-07-25,1438.859985,1452.089966,1438.859985,1450.390015,1450.390015,4008060000
2017-07-26,1450.579956,1452.020020,1441.250000,1442.280029,1442.280029,3557020000
2017-07-27,1442.260010,1446.630005,1427.689941,1433.619995,1433.619995,3995520000
2017-07-28,1432.589966,1432.589966,1425.800049,1429.260010,1429.260010,3294770000
2017-07-31,1429.459961,1432.459961,1420.660034,1425.140015,1425.140015,3469210000
2017-08-01,1426.030029,1430.660034,1420.819946,1428.329956,1428.329956,3460860000
2017-08-02,1428.030029,1428.030029,1408.520020,1412.900024,1412.900024,3478580000
2017-08-03,1413.089966,1414.719971,1402.390015,1405.229980,1405.229980,3645020000
2017-08-04,1405.140015,1413.040039,1405.140015,1412.319946,1412.319946,3235140000
