Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,915.9,920.6,0,0,0,0,S,1150
RUT,867.4,872.1,1013.11,0,0,30,S,1200
RUT,819.2,823.8,896.76,0,0,20,S,1250
RUT,771.2,775.8,919.13,0,0,24,S,1300
RUT,723.6,728.1,880.64,0,0,14,S,1350
RUT,676.3,680.8,833.8,0,0,16,S,1400
RUT,629.5,633.9,786.79,0,0,15,S,1450
RUT,583.2,587.6,520.49,0,0,7,S,1500
RUT,537.6,541.8,692.4,0,0,7,S,1550
RUT,492.7,496.8,436.29,0,0,10,S,1600
RUT,448.6,452.7,0,0,0,0,S,1650
RUT,405.6,409.5,571.43,0,0,0,S,1700
RUT,363.7,367.5,316.05,0,0,1,S,1750
RUT,331.1,334.8,0,0,0,0,S,1790
RUT,323.1,326.7,278.93,0,0,2,S,1800
RUT,315.1,318.7,0,0,0,0,S,1810
RUT,307.3,310.8,0,0,0,0,S,1820
RUT,299.4,303,0,0,0,0,S,1830
RUT,291.7,295.2,0,0,0,0,S,1840
RUT,284,287.5,415,0,0,1,S,1850
RUT,276.4,279.8,0,0,0,0,S,1860
RUT,268.8,272.2,0,0,0,0,S,1870
RUT,261.4,264.7,0,0,0,0,S,1880
RUT,254,257.3,0,0,0,0,S,1890
RUT,246.7,250,0,0,0,0,S,1900
RUT,239.4,242.6,0,0,0,0,S,1910
RUT,232.2,235.5,261.66,0,0,2,S,1920
RUT,225.1,228.3,155.4,0,0,12,S,1930
RUT,218.1,221.2,220.53,0,0,5,S,1940
RUT,211.2,214.2,214.15,0,0,4,S,1950
RUT,204.4,207.5,155.9,0,0,10,S,1960
RUT,197.6,200.6,152.2,0,0,12,S,1970
RUT,191,193.9,139,0,0,50,S,1980
RUT,184.4,187.3,125.3,0,0,26,S,1990
RUT,178,180.8,216.13,0,0,481,S,2000
RUT,171.6,174.5,158.3,0,0,13,S,2010
RUT,165.4,168.1,162,0,0,3,S,2020
RUT,159.2,162,189.64,0,0,382,S,2030
RUT,153.2,155.9,160.8,0,0,19,S,2040
RUT,147.2,149.9,133,0,0,811,S,2050
RUT,141.4,144,131,0,0,12,S,2060
RUT,135.7,138.3,127.2,0,0,100,S,2070
RUT,130.1,132.6,140.9,0,0,6,S,2080
RUT,124.6,127.1,160.2,0,0,77,S,2090
RUT,119.2,121.7,128.79,0,0,49,S,2100
RUT,114,116.4,141.8,0,0,59,S,2110
RUT,108.9,111.3,120.8,0,19,83,S,2120
RUT,103.8,106.2,131.1,0,0,19,S,2130
RUT,99,101.3,110.4,0,1,23,S,2140
RUT,94.2,96.5,99.08,0,0,386,S,2150
RUT,89.7,91.9,79.8,0,0,6,S,2160
RUT,85.2,87.4,109.7,0,0,14,S,2170
RUT,80.9,83.1,85.1,0,0,55,S,2180
RUT,76.8,78.9,215.72,0,0,0,S,2190
RUT,72.7,74.8,70.9,0,0,857,S,2200
RUT,68.8,70.8,70.77,0,6,8,S,2210
RUT,65.1,67.1,63.3,0,0,13,S,2220
RUT,61.5,63.4,73.7,0,0,224,S,2230
RUT,58,59.9,63.7,0,0,20,S,2240
RUT,54.7,56.5,75.22,0,0,1019,S,2250
RUT,51.5,53.3,53.21,0,26,54,S,2260
RUT,48.5,50.3,58,0,0,28,S,2270
RUT,45.6,47.3,46.43,0,0,33,S,2280
