Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,1013.9,1017.1,934.36,0,0,1,S,1050
RUT,964.1,967.3,0,0,0,0,S,1100
RUT,914.3,917.5,0,0,0,0,S,1150
RUT,864.5,867.7,0,0,0,0,S,1200
RUT,814.7,817.9,0,0,0,0,S,1250
RUT,765,768.2,0,0,0,0,S,1300
RUT,715.4,718.5,0,0,0,0,S,1350
RUT,665.8,668.9,0,0,0,0,S,1400
RUT,616.3,619.4,0,0,0,0,S,1450
RUT,566.9,570,526.82,0,0,0,S,1500
RUT,517.8,520.8,0,0,0,0,S,1550
RUT,468.9,471.9,0,0,0,0,S,1600
RUT,420.4,423.4,0,0,0,0,S,1650
RUT,372.6,375.5,0,0,0,0,S,1700
RUT,325.5,328.3,331.14,0,0,1,S,1750
RUT,311.6,314.4,0,0,0,0,S,1765
RUT,307,309.8,313.18,0,0,0,S,1770
RUT,302.4,305.2,0,0,0,0,S,1775
RUT,297.8,300.6,0,0,0,0,S,1780
RUT,293.2,296,0,0,0,0,S,1785
RUT,288.7,291.4,0,0,0,0,S,1790
RUT,284.1,286.8,0,0,0,0,S,1795
RUT,279.5,282.3,331.96,0,0,8,S,1800
RUT,275.1,277.8,0,0,0,0,S,1805
RUT,270.6,273.3,0,0,0,0,S,1810
RUT,266.1,268.8,0,0,0,0,S,1815
RUT,261.6,264.3,0,0,0,0,S,1820
RUT,257.1,259.8,0,0,0,0,S,1825
RUT,252.7,255.4,0,0,0,0,S,1830
RUT,248.3,250.9,0,0,0,0,S,1835
RUT,243.8,246.5,0,0,0,0,S,1840
RUT,239.5,242.1,0,0,0,0,S,1845
RUT,235.1,237.7,211.27,0,0,151,S,1850
RUT,230.8,233.4,0,0,0,0,S,1855
RUT,226.5,229,269.99,0,0,7,S,1860
RUT,222.2,224.7,0,0,0,0,S,1865
RUT,217.9,220.4,0,0,0,0,S,1870
RUT,213.6,216.1,157.1,0,0,1,S,1875
RUT,209.4,211.8,178.94,0,0,28,S,1880
RUT,205.2,207.7,0,0,0,0,S,1885
RUT,201,203.4,0,0,0,0,S,1890
RUT,196.8,199.2,0,0,0,0,S,1895
RUT,192.7,195.1,240.67,0,0,198,S,1900
RUT,188.6,190.9,0,0,0,0,S,1905
RUT,184.4,186.8,172.57,0,0,1,S,1910
RUT,180.4,182.7,160.6,0,0,1,S,1915
