Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,176.3,178.6,194.3,0,2,15,S,1920
RUT,172.3,174.6,150.92,0,0,6,S,1925
RUT,168.3,170.6,153.09,0,0,7,S,1930
RUT,164.4,166.7,117.25,0,0,1,S,1935
RUT,160.5,162.7,172.21,0,0,5,S,1940
RUT,156.5,158.8,0,0,0,0,S,1945
RUT,152.7,154.9,152.76,0,0,83,S,1950
RUT,148.9,151,167.3,0,0,1,S,1955
RUT,145,147,146.26,0,0,35,S,1960
RUT,141.3,143.2,160.89,0,0,5,S,1965
RUT,137.5,139.6,161.87,0,0,10,S,1970
RUT,133.8,135.9,95,0,0,5,S,1975
RUT,130.2,132.2,167.44,0,0,19,S,1980
RUT,126.6,128.5,138.07,0,0,5,S,1985
RUT,123,124.9,170.75,0,0,16,S,1990
RUT,119.4,121.4,87.2,0,0,18,S,1995
RUT,115.9,117.8,162.41,0,0,264,S,2000
RUT,112.4,114.3,131.58,0,0,10,S,2005
RUT,109,110.8,118.41,0,0,37,S,2010
RUT,105.5,107.4,111.33,0,0,1,S,2015
RUT,102.2,104,132.25,0,0,46,S,2020
RUT,98.9,100.7,96.4,0,0,4,S,2025
RUT,95.6,97.4,142.95,0,0,113,S,2030
RUT,92.4,94.2,84.7,0,0,4,S,2035
RUT,89.2,91,117.62,0,0,159,S,2040
RUT,86.1,87.9,0,0,0,0,S,2045
RUT,83,84.7,124.14,0,0,284,S,2050
RUT,79.9,81.6,94.88,0,3,4,S,2055
RUT,77.4,78.6,91.14,0,1,100,S,2060
RUT,74.4,75.6,86.05,0,3,30,S,2065
RUT,71.5,72.8,74.66,0,1,67,S,2070
RUT,68.7,69.9,70.5,0,3,9,S,2075
RUT,65.9,67.1,67.52,0,108,101,S,2080
RUT,63.2,64.4,72.9,0,0,52,S,2085
RUT,60.5,61.7,62.2,0,6,94,S,2090
RUT,57.9,59.1,68.87,0,7,25,S,2095
RUT,55.4,56.6,55.62,0,70,382,S,2100
RUT,52.9,54.1,85.72,0,0,33,S,2105
RUT,50.5,51.6,57.42,0,2,117,S,2110
RUT,48.1,49.2,79.08,0,0,56,S,2115
RUT,45.8,46.9,47.2,0,7,60,S,2120
RUT,43.6,44.6,56.9,0,0,551,S,2125
RUT,41.4,42.5,54.84,0,90,121,S,2130
RUT,39.3,40.4,69,0,0,48,S,2135
RUT,37.3,38.3,49.77,0,12,98,S,2140
RUT,35.3,36.4,62.2,0,0,23,S,2145
RUT,33.4,34.5,35.35,0,76,1670,S,2150
RUT,31.6,32.6,33.7,0,2,63,S,2155
RUT,29.9,30.9,43.02,0,1,591,S,2160
RUT,28.2,29.2,33.27,0,5,19,S,2165
RUT,26.6,27.6,32.3,0,406,86,S,2170
RUT,25,26,29.76,0,5,73,S,2175
RUT,23.5,24.5,36.25,0,0,51,S,2180
RUT,22.1,23.1,29.8,0,5,29,S,2185
RUT,20.8,21.7,29.63,0,3,30,S,2190
RUT,19.5,20.4,23.9,0,8,19,S,2195
RUT,18.3,19.2,24.3,0,14,2504,S,2200
RUT,17.2,18,21.1,0,348,100,S,2205
RUT,16,16.9,17.2,0,1,54,S,2210
RUT,15,15.9,32.07,0,0,24,S,2215
RUT,14.1,14.9,14.75,0,23,444,S,2220
RUT,13.1,14,14.15,0,17,268,S,2225
RUT,12.3,13.1,15.3,0,7,46,S,2230
RUT,11.5,12.3,17.18,0,1,24,S,2235
RUT,10.7,11.5,13.5,0,11,34,S,2240
RUT,10,10.8,15.1,0,1,16,S,2245
RUT,9.3,10.1,9.64,0,35,291,S,2250
RUT,8.7,9.5,13.77,0,1,8,S,2255
RUT,8.1,8.9,10.22,0,2,56,S,2260
RUT,7.6,8.4,7.79,0,0,4,S,2265
RUT,7.1,7.9,7.56,0,306,268,S,2270
RUT,6.6,7.4,8.24,0,1,37,S,2275
RUT,6.2,6.9,6.61,0,4,89,S,2280
RUT,5.8,6.5,7.43,0,11,16,S,2285
RUT,5.4,6.1,7.12,0,3,32,S,2290
RUT,5,5.7,6.46,0,3,15,S,2295
RUT,4.7,5.4,5.08,0,27,153,S,2300
RUT,4.4,5.1,6.65,0,4,22,S,2305
RUT,4.1,4.8,5.35,0,1,48,S,2310
RUT,3.9,4.5,5.1,0,4,21,S,2315
RUT,3.6,4.3,4.75,0,2,50,S,2320
RUT,3.4,4,7.55,0,0,48,S,2325
RUT,3.2,3.8,3.51,0,1,60,S,2330
RUT,3,3.6,3.95,0,1,12,S,2335
RUT,2.85,3.4,7,0,0,11,S,2340
RUT,2.65,3.3,5.97,0,0,14,S,2345
RUT,2.5,3.1,2.89,0,47,48,S,2350
RUT,2.35,2.9,3.43,0,1,4,S,2355
RUT,2.2,2.8,4.65,0,0,14,S,2360
RUT,2.1,2.65,2.8,0,4,47,S,2365
RUT,1.95,2.5,5.92,0,0,5,S,2370
RUT,1.85,2.4,4,0,0,2,S,2375
RUT,1.75,2.25,2.25,0,0,8,S,2380
RUT,1.65,2.15,4.05,0,0,10,S,2385
RUT,1.4,1.9,1.87,0,4,49,S,2400
RUT,0.85,1.2,1.21,0,0,17,S,2450
RUT,0.55,0.85,0.7,0,0,17,S,2500
RUT,0.35,0.65,0,0,0,0,S,2550
RUT,0.2,0.55,0,0,0,0,S,2600
RUT,0.15,0.45,0.4,0,0,10,S,2650
RUT,0.1,0.35,0.25,0,0,5,S,2700
RUT,0.05,0.3,0.1,0,0,20,S,2750
RUT,0,0.3,0.1,0,0,6,S,2800
RUT,0,0.25,0,0,0,0,S,2850
RUT,0,0.25,0,0,0,0,S,2900
RUT,0,0.2,0.1,0,0,10,S,2950
RUT,0,0.2,0,0,0,0,S,3000
RUT,0,0.2,0.15,0,0,4,S,3050
RUT,0,0.2,0,0,0,0,S,3100
