Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,1629,1653,0,0,0,0,S,400
RUT,1535,1559,0,0,0,0,S,500
RUT,1442,1466,0,0,0,0,S,600
RUT,1349,1373,0,0,0,0,S,700
RUT,1257,1281,0,0,0,0,S,800
RUT,1165.5,1189.5,0,0,0,0,S,900
RUT,1075.5,1099.5,1110,0,0,10,S,1000
RUT,1030.5,1054.5,1235.5,0,0,5,S,1050
RUT,986,1010,0,0,0,0,S,1100
RUT,942.5,966.5,0,0,0,0,S,1150
RUT,899,922.5,1203.46,0,0,0,S,1200
RUT,855.5,879.5,0,0,0,0,S,1250
RUT,813,837,0,0,0,0,S,1300
RUT,771,795,0,0,0,0,S,1350
RUT,730,754,0,0,0,0,S,1400
RUT,689,713,727.5,0,0,1,S,1450
RUT,649,673,994.37,0,0,379,S,1500
RUT,610,634,725.5,0,0,1,S,1550
RUT,571.5,595.5,633.7,0,0,754,S,1600
RUT,534,558,0,0,0,0,S,1650
RUT,497.5,521.5,0,0,0,0,S,1700
RUT,462,485.5,701,0,0,0,S,1750
RUT,427.5,451.5,609.08,0,0,1,S,1800
RUT,394,418,0,0,0,0,S,1850
RUT,362,386,310,0,0,2,S,1900
RUT,331,355,430.18,0,0,0,S,1950
RUT,301.5,325.5,389.1,0,0,4,S,2000
RUT,273,297,280,0,0,225,S,2050
RUT,246.5,270.5,272.68,0,125,1253,S,2100
RUT,221,245,263.98,0,0,82,S,2150
RUT,200.1,222.5,213.89,0,0,1305,S,2200
RUT,179,195,288.2,0,0,9,S,2250
RUT,158.5,174.5,240,0,0,194,S,2300
RUT,139.5,155.5,135,0,0,75,S,2350
RUT,122,138,151.42,0,0,42,S,2400
RUT,106.5,122.5,75.9,0,0,7,S,2450
RUT,95,105,94,0,0,407,S,2500
RUT,82.5,92.5,79.5,0,0,6,S,2550
RUT,71,81,48.96,0,0,3,S,2600
RUT,61,71,184.5,0,0,3,S,2650
RUT,52,62,121.5,0,0,8,S,2700
RUT,44,54,45.2,0,0,10,S,2750
RUT,37.5,47.5,98.5,0,0,39,S,2800
RUT,31.5,41.5,33.6,0,0,11,S,2850
RUT,26.5,36.5,30.95,0,0,19,S,2900
RUT,22,32,67.5,0,0,2,S,2950
RUT,18.5,28.5,34.95,0,0,30,S,3000
RUT,15.5,25.5,52.9,0,0,8,S,3050
RUT,12.5,22.5,16.08,0,0,2,S,3100
RUT,10.5,20.5,13.86,0,0,5,S,3150
RUT,8.5,18.5,20.8,0,0,1,S,3200
RUT,6.5,16.5,0,0,0,0,S,3250
RUT,5,15,0,0,0,0,S,3300
RUT,4.4,14,7.55,0,0,66,S,3350
RUT,3.4,13,6.67,0,0,85,S,3400
