Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,1013.5,1037.5,0,0,0,0,S,1100
RUT,972.5,996.5,0,0,0,0,S,1150
RUT,932.5,956.5,0,0,0,0,S,1200
RUT,892.5,916.5,0,0,0,0,S,1250
RUT,853.5,877.5,0,0,0,0,S,1300
RUT,815,839,0,0,0,0,S,1350
RUT,777,801,0,0,0,0,S,1400
RUT,739.5,763.5,0,0,0,0,S,1450
RUT,703,727,658.63,0,0,0,S,1500
RUT,667.5,691.5,0,0,0,0,S,1550
RUT,632,656,659.9,0,0,1,S,1600
RUT,598,622,0,0,0,0,S,1650
RUT,564.5,588.5,0,0,0,0,S,1700
RUT,532,556,0,0,0,0,S,1750
RUT,500,524,0,0,0,0,S,1800
RUT,469.5,493.5,0,0,0,0,S,1850
RUT,439.5,463.5,356.27,0,0,205,S,1900
RUT,410.5,434.5,356.5,0,0,2,S,1950
RUT,383,407,330.3,0,0,839,S,2000
RUT,356,380,0,0,0,0,S,2050
RUT,330.5,354.5,276.7,0,0,252,S,2100
RUT,305.5,329.5,365,0,0,1,S,2150
RUT,282,306,238.7,0,0,166,S,2200
RUT,259.5,283.5,0,0,0,0,S,2250
RUT,238,262,211,0,0,1,S,2300
RUT,218,242,208.5,0,0,4,S,2350
RUT,200.1,224.1,275.72,0,0,77,S,2400
RUT,185,201,0,0,0,0,S,2450
RUT,168,184,0,0,0,0,S,2500
RUT,152.5,168.5,0,0,0,0,S,2550
RUT,138,154,218,0,0,4,S,2600
RUT,124.5,140.5,0,0,0,0,S,2650
RUT,112,128,81.51,0,0,375,S,2700
RUT,101,117,100,0,0,2,S,2750
RUT,93.5,103.5,89,0,0,318,S,2800
RUT,84,94,0,0,0,0,S,2850
RUT,75.5,85.5,0,0,0,94,S,2900
RUT,67.5,77.5,0,0,0,0,S,2950
RUT,60.5,70.5,88.76,0,0,13,S,3000
RUT,54,64,0,0,0,0,S,3050
RUT,48,58,0,0,0,0,S,3100
RUT,43,53,28.71,0,0,39,S,3150
RUT,38,48,34.3,0,0,46,S,3200
