Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,864.4,868,789.23,0,0,1,S,1200
RUT,815.3,818.8,0,0,0,0,S,1250
RUT,766.3,769.9,0,0,0,0,S,1300
RUT,717.5,721,0,0,0,0,S,1350
RUT,669,672.4,597.91,0,0,1,S,1400
RUT,620.8,624.1,0,0,0,0,S,1450
RUT,572.9,576.2,0,0,0,0,S,1500
RUT,525.6,528.8,0,0,0,0,S,1550
RUT,478.8,482,753.33,0,0,4,S,1600
RUT,432.8,436,698.21,0,0,4,S,1650
RUT,387.7,390.8,336.44,0,0,2,S,1700
RUT,343.7,346.7,539.62,0,0,0,S,1750
RUT,301.1,303.8,481.13,0,0,5,S,1800
RUT,259.9,262.5,0,0,0,0,S,1850
RUT,251.9,254.5,0,0,0,0,S,1860
RUT,243.9,246.5,0,0,0,0,S,1870
RUT,236.1,238.5,0,0,0,0,S,1880
RUT,228.3,230.8,0,0,0,0,S,1890
RUT,220.6,223,152.5,0,0,1,S,1900
RUT,212.9,215.4,0,0,0,0,S,1910
RUT,205.4,207.8,0,0,0,0,S,1920
RUT,198,200.3,0,0,0,0,S,1930
RUT,190.7,192.9,0,0,0,0,S,1940
RUT,183.4,185.7,132.32,0,0,1,S,1950
RUT,176.3,178.5,0,0,0,0,S,1960
RUT,169.2,171.4,0,0,0,0,S,1970
RUT,162.3,164.5,0,0,0,0,S,1980
RUT,155.5,157.6,0,0,0,0,S,1990
RUT,148.8,150.9,136.09,0,0,0,S,2000
RUT,142.2,144.3,187.03,0,0,0,S,2010
RUT,135.7,137.7,0,0,0,0,S,2020
RUT,129.4,131.3,0,0,0,0,S,2030
RUT,123.2,125.1,0,0,0,0,S,2040
RUT,117.2,119,102.9,0,0,70,S,2050
RUT,111.2,113,143.42,0,0,1,S,2060
RUT,105.4,107.2,0,0,0,0,S,2070
RUT,99.8,101.5,117.53,0,1,29,S,2080
RUT,94.3,96,0,0,0,0,S,2090
RUT,89,90.6,106.91,0,1,102,S,2100
RUT,83.9,85.4,105.39,0,0,114,S,2110
RUT,78.8,80.4,90.31,0,0,4,S,2120
RUT,74,75.5,98.5,0,0,1,S,2130
RUT,69.4,70.9,78.06,0,0,1,S,2140
RUT,64.9,66.4,0,0,0,0,S,2150
RUT,60.6,62,80.2,0,0,26,S,2160
RUT,56.5,57.9,0,0,0,0,S,2170
RUT,52.6,53.9,61.62,0,0,133,S,2180
RUT,48.8,50.2,50.73,0,0,62,S,2190
RUT,45.3,46.5,34.32,0,0,34,S,2200
RUT,41.9,43.1,55.8,0,0,29,S,2210
RUT,38.8,39.9,251.42,0,0,43,S,2220
RUT,35.8,36.9,39.86,0,0,36,S,2230
RUT,33,34.1,43.04,0,0,85,S,2240
RUT,30.3,31.4,36.68,0,0,60,S,2250
RUT,27.9,28.9,31.44,0,0,161,S,2260
RUT,25.6,26.6,26.79,0,0,4,S,2270
RUT,23.5,24.5,25.3,0,0,175,S,2280
RUT,21.5,22.4,23.13,0,0,56,S,2290
RUT,19.7,20.6,31.06,0,0,51,S,2300
RUT,18,18.9,29.45,0,0,40,S,2310
RUT,16.4,17.3,17.89,0,0,2,S,2320
RUT,15,15.9,16.32,0,0,3,S,2330
RUT,13.7,14.6,16.18,0,1,30,S,2340
RUT,12.5,13.3,15.6,0,0,48,S,2350
RUT,11.4,12.2,11.37,0,0,1,S,2360
RUT,10.4,11.2,12.4,0,1,44,S,2370
RUT,9.5,10.3,0,0,0,0,S,2380
RUT,8.6,9.4,12.75,0,0,1,S,2390
RUT,7.9,8.7,13.41,0,0,55,S,2400
RUT,7.2,8,99.5,0,0,3,S,2410
RUT,6.5,7.3,10.92,0,0,3,S,2420
RUT,6,6.7,8.95,0,0,10,S,2430
RUT,5.4,6.2,88.3,0,0,1,S,2440
RUT,5,5.7,6.5,0,0,12,S,2450
RUT,4.5,5.3,77.37,0,0,3,S,2460
RUT,4.1,4.9,73.89,0,0,3,S,2470
RUT,3.8,4.6,0,0,0,0,S,2480
RUT,3.5,4.2,0,0,0,0,S,2490
RUT,3.2,4,4.5,0,0,6,S,2500
RUT,2.95,3.7,4.88,0,0,2,S,2510
RUT,2.7,3.5,0,0,0,0,S,2520
RUT,2.45,3.2,0,0,0,0,S,2530
RUT,2.25,3,0,0,0,0,S,2540
RUT,2.05,2.8,4.4,0,0,3,S,2550
RUT,1.9,2.65,0,0,0,0,S,2560
RUT,1.75,2.5,5.5,0,0,15,S,2570
RUT,1.6,2.4,0,0,0,0,S,2580
RUT,1.5,2.25,101,0,0,1,S,2590
RUT,1.35,2.15,2.95,0,0,13,S,2600
RUT,1.25,2.05,2.9,0,0,2,S,2610
RUT,1.15,1.95,79.09,0,0,1,S,2620
RUT,1.05,1.85,91.04,0,0,0,S,2630
RUT,0.95,1.8,87.48,0,0,1,S,2640
RUT,0.9,1.7,86.24,0,0,0,S,2650
RUT,0.8,1.65,82.82,0,0,0,S,2660
RUT,0.75,1.6,0,0,0,0,S,2670
RUT,0.7,1.5,32.13,0,0,7,S,2680
RUT,0.65,1.45,0,0,0,0,S,2690
RUT,0.6,1.4,2.15,0,0,3,S,2700
RUT,0.55,1.4,0,0,0,0,S,2710
RUT,0.5,1.35,0,0,0,0,S,2720
RUT,0.45,1.3,0,0,0,0,S,2730
RUT,0.4,1.25,0,0,0,0,S,2740
RUT,0.4,1.25,0,0,0,0,S,2750
RUT,0.35,1.2,0,0,0,0,S,2760
RUT,0.3,1.15,0,0,0,0,S,2770
RUT,0.25,0.95,0.75,0,0,6,S,2800
RUT,0.1,1,0,0,0,0,S,2850
RUT,0.05,0.9,0.77,0,0,3,S,2900
RUT,0,0.8,0,0,0,0,S,2950
RUT,0,0.75,0.7,0,0,0,S,3000
RUT,0,0.7,0.65,0,0,15,S,3050
RUT,0,0.65,0,0,0,0,S,3100
RUT,0,0.65,0,0,0,0,S,3150
RUT,0,0.6,0,0,0,0,S,3200
RUT,0,0.6,0,0,0,0,S,3250
RUT,0,0.55,0,0,0,0,S,3300
RUT,0,0.55,0,0,0,0,S,3350
RUT,0,0.55,0,0,0,0,S,3400
RUT,0,0.55,0,0,0,0,S,3450
